Age,Workclass,fnlwgt,Education,education-num,Marital-status,Marital-Status Index,Occupation,relationship,race,sex,captial gain,capital loss,hours per week,Native-country,Salary range,Salary
54, Private,176681, HS-grad,9, Married-civ-spouse,2, Adm-clerical, Husband, Black, Male,0,0,20, United-States, <=50K,38314
53, Local-gov,140359, Preschool,1, Never-married,1, Machine-op-inspct, Not-in-family, White, Female,0,0,35, United-States, <=50K,48610
18, Private,243313, HS-grad,9, Never-married,1, Sales, Own-child, White, Female,0,0,40, United-States, <=50K,37720
60, ?,24215, 10th,6, Divorced,3, ?, Not-in-family, Amer-Indian-Eskimo, Female,0,0,10, United-States, <=50K,33521
66, Self-emp-not-inc,167687, HS-grad,9, Married-civ-spouse,2, Farming-fishing, Husband, White, Male,1409,0,50, United-States, <=50K,28601
75, Private,314209, Assoc-voc,11, Widowed,7, Adm-clerical, Not-in-family, White, Female,0,0,20, Columbia, <=50K,36378
65, Private,176796, HS-grad,9, Divorced,3, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K,28416
35, Private,538583, 11th,7, Separated,5, Transport-moving, Not-in-family, Black, Male,3674,0,40, United-States, <=50K,17812
41, Private,130408, HS-grad,9, Divorced,3, Sales, Unmarried, Black, Female,0,0,38, United-States, <=50K,40492
25, Private,159732, Some-college,10, Never-married,1, Adm-clerical, Not-in-family, White, Male,0,0,42, United-States, <=50K,49701
33, Private,110978, Some-college,10, Divorced,3, Craft-repair, Other-relative, Other, Female,0,0,40, United-States, <=50K,15375
28, Private,76714, Prof-school,15, Never-married,1, Prof-specialty, Not-in-family, White, Male,0,0,55, United-States, >50K,239633
59, State-gov,268700, HS-grad,9, Married-civ-spouse,2, Other-service, Husband, White, Male,0,0,40, United-States, <=50K,49046
40, State-gov,170525, Some-college,10, Never-married,1, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K,11857
41, Private,180138, Bachelors,13, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,50, Iran, >50K,266348
38, Local-gov,115076, Masters,14, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K,248007
23, Private,115458, HS-grad,9, Never-married,1, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K,30287
40, Private,347890, Bachelors,13, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K,358748
41, Self-emp-not-inc,196001, HS-grad,9, Married-civ-spouse,2, Other-service, Wife, White, Female,0,0,20, United-States, <=50K,35981
24, State-gov,273905, Assoc-acdm,12, Married-civ-spouse,2, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K,30065
20, ?,119156, Some-college,10, Never-married,1, ?, Own-child, White, Male,0,0,20, United-States, <=50K,18213
38, Private,179488, Some-college,10, Divorced,3, Craft-repair, Not-in-family, White, Male,0,1741,40, United-States, <=50K,24838
56, Private,203580, HS-grad,9, Married-civ-spouse,2, Adm-clerical, Husband, White, Male,0,0,35, ?, <=50K,23871
58, Private,236596, HS-grad,9, Married-civ-spouse,2, Adm-clerical, Husband, White, Male,0,0,45, United-States, >50K,249425
32, Private,183916, HS-grad,9, Never-married,1, Other-service, Not-in-family, White, Female,0,0,34, United-States, <=50K,30735
40, Private,207578, Assoc-acdm,12, Married-civ-spouse,2, Tech-support, Husband, White, Male,0,1977,60, United-States, >50K,124315
45, Private,153141, HS-grad,9, Married-civ-spouse,2, Adm-clerical, Husband, White, Male,0,0,40, ?, <=50K,39711
41, Private,112763, Prof-school,15, Married-civ-spouse,2, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K,353760
42, Private,390781, Bachelors,13, Married-civ-spouse,2, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K,44760
59, Local-gov,171328, 10th,6, Widowed,7, Other-service, Unmarried, Black, Female,0,0,30, United-States, <=50K,30260
19, Local-gov,27382, Some-college,10, Never-married,1, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K,34168
58, Private,259014, Some-college,10, Never-married,1, Transport-moving, Not-in-family, White, Male,0,0,20, United-States, <=50K,33330
42, Self-emp-not-inc,303044, HS-grad,9, Married-civ-spouse,2, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, >50K,271982
20, Private,117789, HS-grad,9, Never-married,1, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K,48024
32, Private,172579, HS-grad,9, Separated,5, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K,10871
45, Private,187666, Assoc-voc,11, Widowed,7, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K,22366
50, Private,204518, 7th-8th,4, Divorced,3, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K,33202
36, Private,150042, Bachelors,13, Divorced,3, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K,37745
45, Private,98092, HS-grad,9, Married-civ-spouse,2, Sales, Husband, White, Male,0,0,60, United-States, <=50K,13628
17, Private,245918, 11th,7, Never-married,1, Other-service, Own-child, White, Male,0,0,12, United-States, <=50K,37440
59, Private,146013, Some-college,10, Married-civ-spouse,2, Sales, Husband, White, Male,4064,0,40, United-States, <=50K,41873
26, Private,378322, 11th,7, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,33764
37, Self-emp-inc,257295, Some-college,10, Married-civ-spouse,2, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,75, Thailand, >50K,63877
19, ?,218956, Some-college,10, Never-married,1, ?, Own-child, White, Male,0,0,24, Canada, <=50K,24122
64, Private,21174, HS-grad,9, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K,106788
33, Private,185480, Bachelors,13, Never-married,1, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K,21033
33, Private,222205, HS-grad,9, Married-civ-spouse,2, Craft-repair, Wife, White, Female,0,0,40, United-States, >50K,302469
61, Private,69867, HS-grad,9, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K,87412
17, Private,191260, 9th,5, Never-married,1, Other-service, Own-child, White, Male,1055,0,24, United-States, <=50K,29824
50, Self-emp-not-inc,30653, Masters,14, Married-civ-spouse,2, Farming-fishing, Husband, White, Male,2407,0,98, United-States, <=50K,42813
27, Local-gov,209109, Masters,14, Never-married,1, Prof-specialty, Own-child, White, Male,0,0,35, United-States, <=50K,27411
30, Private,70377, HS-grad,9, Divorced,3, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K,39932
43, Private,477983, HS-grad,9, Married-civ-spouse,2, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K,45722
44, Private,170924, Some-college,10, Married-civ-spouse,2, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K,158774
35, Private,190174, Some-college,10, Never-married,1, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K,40553
25, Private,193787, Some-college,10, Never-married,1, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K,36347
24, Private,279472, Some-college,10, Married-civ-spouse,2, Machine-op-inspct, Wife, White, Female,7298,0,48, United-States, >50K,202283
22, Private,34918, Bachelors,13, Never-married,1, Prof-specialty, Not-in-family, White, Female,0,0,15, Germany, <=50K,12555
42, Local-gov,97688, Some-college,10, Married-civ-spouse,2, Craft-repair, Husband, White, Male,5178,0,40, United-States, >50K,276271
34, Private,175413, Assoc-acdm,12, Divorced,3, Sales, Unmarried, Black, Female,0,0,45, United-States, <=50K,28660
60, Private,173960, Bachelors,13, Divorced,3, Prof-specialty, Not-in-family, White, Female,0,0,42, United-States, <=50K,25025
21, Private,205759, HS-grad,9, Never-married,1, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K,23741
57, Federal-gov,425161, Masters,14, Married-civ-spouse,2, Sales, Husband, White, Male,15024,0,40, United-States, >50K,146654
41, Private,220531, Prof-school,15, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K,353383
50, Private,176609, Some-college,10, Divorced,3, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K,26369
25, Private,371987, Bachelors,13, Never-married,1, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K,10089
50, Private,193884, 7th-8th,4, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,40, Ecuador, <=50K,35005
36, Private,200352, Bachelors,13, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K,17643
31, Private,127595, HS-grad,9, Divorced,3, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K,40052
29, Local-gov,220419, Bachelors,13, Never-married,1, Protective-serv, Not-in-family, White, Male,0,0,56, United-States, <=50K,39312
21, Private,231931, Some-college,10, Never-married,1, Sales, Own-child, White, Male,0,0,45, United-States, <=50K,38627
27, Private,248402, Bachelors,13, Never-married,1, Tech-support, Unmarried, Black, Female,0,0,40, United-States, <=50K,31531
65, Private,111095, HS-grad,9, Married-civ-spouse,2, Transport-moving, Husband, White, Male,0,0,16, United-States, <=50K,37085
37, Self-emp-inc,57424, Bachelors,13, Divorced,3, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K,22316
39, ?,157443, Masters,14, Married-civ-spouse,2, ?, Wife, Asian-Pac-Islander, Female,3464,0,40, ?, <=50K,33538
24, Private,278130, HS-grad,9, Never-married,1, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K,26110
38, Private,169469, HS-grad,9, Divorced,3, Sales, Not-in-family, White, Male,0,0,80, United-States, <=50K,25604
48, Private,146268, Bachelors,13, Married-civ-spouse,2, Adm-clerical, Husband, White, Male,7688,0,40, United-States, >50K,387923
21, Private,153718, Some-college,10, Never-married,1, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K,24909
31, Private,217460, HS-grad,9, Married-civ-spouse,2, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K,147908
55, Private,238638, HS-grad,9, Married-civ-spouse,2, Sales, Husband, White, Male,4386,0,40, United-States, >50K,141970
24, Private,303296, Some-college,10, Married-civ-spouse,2, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, Laos, <=50K,34229
43, Private,173321, HS-grad,9, Divorced,3, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K,15893
26, Private,193945, Assoc-acdm,12, Never-married,1, Tech-support, Not-in-family, White, Male,0,0,45, United-States, <=50K,39111
46, Private,83082, Assoc-acdm,12, Never-married,1, Prof-specialty, Not-in-family, White, Female,0,0,33, United-States, <=50K,17259
35, Private,193815, Assoc-acdm,12, Married-civ-spouse,2, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K,265086
41, Self-emp-inc,34987, Some-college,10, Married-civ-spouse,2, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K,219790
26, Private,59306, Bachelors,13, Never-married,1, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K,29606
34, Private,142897, Masters,14, Married-civ-spouse,2, Exec-managerial, Husband, Asian-Pac-Islander, Male,7298,0,35, Taiwan, >50K,170793
19, ?,860348, Some-college,10, Never-married,1, ?, Own-child, Black, Female,0,0,25, United-States, <=50K,44226
36, Self-emp-not-inc,205607, Bachelors,13, Divorced,3, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, >50K,247920
22, Private,199698, Some-college,10, Never-married,1, Sales, Own-child, White, Male,0,0,15, United-States, <=50K,23991
24, Private,191954, Some-college,10, Never-married,1, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K,35118
77, Self-emp-not-inc,138714, Some-college,10, Married-civ-spouse,2, Sales, Husband, White, Male,0,0,40, United-States, <=50K,17725
22, Private,399087, 5th-6th,3, Married-civ-spouse,2, Machine-op-inspct, Other-relative, White, Female,0,0,40, Mexico, <=50K,36721
29, Private,423158, Some-college,10, Never-married,1, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K,49290
62, Private,159841, HS-grad,9, Widowed,7, Other-service, Not-in-family, White, Female,0,0,24, United-States, <=50K,31146
39, Self-emp-not-inc,174308, HS-grad,9, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K,20292
43, Private,50356, Some-college,10, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,1485,50, United-States, <=50K,22152
35, Private,186110, HS-grad,9, Divorced,3, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K,12337
29, Private,200381, 11th,7, Never-married,1, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K,32230
76, Self-emp-not-inc,174309, Masters,14, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,10, United-States, <=50K,11335
63, Self-emp-not-inc,78383, HS-grad,9, Married-civ-spouse,2, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K,24792
23, ?,211601, Assoc-voc,11, Never-married,1, ?, Own-child, Black, Female,0,0,15, United-States, <=50K,31034
43, Private,187728, Some-college,10, Married-civ-spouse,2, Prof-specialty, Wife, White, Female,0,1887,50, United-States, >50K,292327
58, Self-emp-not-inc,321171, HS-grad,9, Married-civ-spouse,2, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K,10016
66, Private,127921, HS-grad,9, Never-married,1, Transport-moving, Not-in-family, White, Male,2050,0,55, United-States, <=50K,37953
41, Private,206565, Some-college,10, Never-married,1, Craft-repair, Not-in-family, Black, Male,0,0,45, United-States, <=50K,42514
26, Private,224563, Bachelors,13, Never-married,1, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K,37950
47, Private,178686, Assoc-voc,11, Never-married,1, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K,41390
55, Local-gov,98545, 10th,6, Married-civ-spouse,2, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K,11505
53, Private,242606, HS-grad,9, Married-civ-spouse,2, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K,22993
17, Private,270942, 5th-6th,3, Never-married,1, Other-service, Other-relative, White, Male,0,0,48, Mexico, <=50K,11020
30, Private,94235, HS-grad,9, Never-married,1, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K,31391
49, Private,71195, Masters,14, Never-married,1, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K,32244
19, Private,104112, HS-grad,9, Never-married,1, Sales, Unmarried, Black, Male,0,0,30, Haiti, <=50K,21972
45, Private,261192, HS-grad,9, Married-civ-spouse,2, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K,16713
26, Private,94936, Assoc-acdm,12, Never-married,1, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K,35880
38, Private,296478, Assoc-voc,11, Married-civ-spouse,2, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K,360648
36, State-gov,119272, HS-grad,9, Married-civ-spouse,2, Protective-serv, Husband, White, Male,7298,0,40, United-States, >50K,111493
33, Private,85043, HS-grad,9, Never-married,1, Farming-fishing, Not-in-family, White, Male,0,0,20, United-States, <=50K,14267
22, State-gov,293364, Some-college,10, Never-married,1, Protective-serv, Own-child, Black, Female,0,0,40, United-States, <=50K,12716
43, Self-emp-not-inc,241895, Bachelors,13, Never-married,1, Sales, Not-in-family, White, Male,0,0,42, United-States, <=50K,13498
67, ?,36135, 11th,7, Married-civ-spouse,2, ?, Husband, White, Male,0,0,8, United-States, <=50K,47698
30, ?,151989, Assoc-voc,11, Divorced,3, ?, Unmarried, White, Female,0,0,40, United-States, <=50K,19289
56, Private,101128, Assoc-acdm,12, Married-spouse-absent,4, Other-service, Not-in-family, White, Male,0,0,25, Iran, <=50K,16126
31, Private,156464, Bachelors,13, Never-married,1, Prof-specialty, Own-child, White, Male,0,0,25, United-States, <=50K,30908
33, Private,117963, Bachelors,13, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K,242496
26, Private,192262, HS-grad,9, Married-civ-spouse,2, Other-service, Husband, White, Male,0,0,40, United-States, <=50K,41039
33, Private,111363, Bachelors,13, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K,154673
46, Local-gov,329752, 11th,7, Married-civ-spouse,2, Transport-moving, Husband, White, Male,0,0,30, United-States, <=50K,31085
59, ?,372020, Bachelors,13, Married-civ-spouse,2, ?, Husband, White, Male,0,0,40, United-States, >50K,222379
38, Federal-gov,95432, HS-grad,9, Married-civ-spouse,2, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K,158744
